1.2525029957571037,0.5325261801826711,0.2471955574205626,0.46582392689637925,82,212,172,199.43865256337628
1.3887813404644882,0.9444554436239656,0.10708061379427919,0.3980157194471109,108,185,157,803.6813191985167
1.0358880530994756,0.8326010292235825,0.3687310507266157,0.5215374128625273,102,226,183,387.475972441851
1.1586631192773797,0.915732416497709,0.2965840526970982,0.3656895204557151,107,218,150,415.551410168636
1.117914659455494,0.976490576138961,0.2870591391890451,0.3416226734624487,110,217,144,431.1797808021556
1.4283179005299922,0.8636080028872846,0.20550188840743353,0.3787898949579418,104,206,153,654.8989621409911
1.0401240790924897,0.9405580359388088,0.2950449747160806,0.4634954625818883,108,218,171,455.83617115072923
1.0310705936819773,0.8426594408333408,0.259752572369567,0.5255473452610657,103,213,184,384.5063151974932
1.318466638219761,0.6711552660925277,0.28310234110594457,0.36754284670270404,92,216,150,271.8433574929721
1.3704294418229441,0.9010216244779546,0.34111917669224867,0.4640746119293846,106,223,172,872.4829594728236
